TOT_POP,0-9,19-Oct,20-29,30-39,30-39 y/o % of total pop,40-49,50-59,60-69,60-69 y/o % of total pop,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,Two or more races pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_INTERNATIONAL_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_number,CKD_Upper 95% CI,CKD_number,Urban_rural_code
37253,5052,4983,4905,4814,12.9224492,4674,4728,4209,11.29841892,2605,1283,30962,4590,460,245,0.657665155,44,952,37253,406,1296,0.2,3741,9302,7112,4281,38.1,17.5,5528,57005,52504,61506,14542,13769,773,57005,18.89839222,6.131584956,1.263090512,20.04156908,14.3256848,59.90086842,6,36598,7788,21.3,28085,49.3,47.2,51.3,13841,34.7,33.2,36.1,9745,8.4,7.7,9.2,9.9,8.7,11.3,2793,3586,3.5,922,5
37317,5042,4699,4448,4333,11.61132996,4406,5057,4587,12.29198489,3122,1623,34483,1596,190,190,0.509151325,38,820,37317,144,463,1.4,3716,9954,7511,4114,39.4,16.3,6204,46785,42865,50705,15447,14670,777,46785,24.50273677,8.234389386,0.876887308,16.49383269,15.86748462,53.91604247,8,37259,8947,24.0,28376,53.3,51.1,55.2,15124,37.5,35.8,39.1,10641,10.2,9.3,11.2,12.4,10.8,14.1,3514,4505,3.9,1020,5
22983,2128,2521,2218,2294,9.981290519,2527,3585,3856,16.77761824,2405,1449,21624,152,708,101,0.43945525,8,390,22983,-24,382,-0.2,1306,7360,5663,2874,42.8,16.7,2810,46486,42454,50518,11019,10573,446,46486,10.16263744,8.698022042,0.33109045,17.04885896,13.84831794,46.68145427,0,23389,7186,30.7,18802,48.2,46.0,50.5,9067,36.7,34.7,38.6,6900,10.1,9.2,11.1,10.9,9.4,12.5,2053,2465,4.0,690,5
31729,1993,2180,2388,2824,8.900375051,2840,4266,7516,23.68810867,5574,2148,28996,327,740,603,1.900469602,79,984,31729,538,628,0.1,1353,5329,8162,10679,20.9,41.8,3949,55893,51626,60160,12156,11448,708,55893,12.78744733,8.033733784,0.387370811,15.78115001,18.5980095,46.80870989,6,30524,13626,44.6,27975,34.4,31.9,36.7,9616,25.3,23.6,26.9,7078,9.4,8.3,10.6,7.7,6.2,9.3,2142,3379,4.2,1077,6
16249,2035,2370,1548,1926,11.85303711,2217,2305,2004,12.33306665,1156,688,15754,105,64,126,0.775432334,1,199,16249,219,170,0.6,554,3868,3776,2569,35.9,23.9,1127,74794,68817,80771,8397,8132,265,74794,9.89516578,4.391559006,0.607507576,6.579615956,11.12562604,21.0413853,0,15720,3468,22.1,12202,43.1,40.8,45.7,5262,37.2,35.2,39.1,4539,6.6,5.9,7.3,6.4,5.5,7.5,786,1136,2.9,332,3
32358,3427,3852,3385,3378,10.43945856,3712,4686,4711,14.55899623,3519,1688,28991,2463,140,159,0.491377712,15,590,32358,-62,490,0.2,3272,11010,5078,3986,47.2,17.1,5982,43159,39201,47117,14231,13636,595,43159,27.47319192,5.6972938,0.549655023,17.1444571,11.88210771,48.28838864,6,32263,9544,29.6,25720,49.8,47.5,52.1,12813,36.4,34.6,38.1,9362,11.0,10.0,12.1,12.7,11.1,14.5,3272,4114,4.3,1022,5
128607,13029,15577,20591,14504,11.27776871,15950,16983,15830,12.30881678,10802,5341,117563,5748,566,2076,1.614220066,76,2578,128607,994,4529,1.1,9861,24962,23877,28075,28.8,32.4,18528,49242,45631,52853,59859,57747,2112,49242,109.1923108,22.64391692,2.184606079,68.14071309,47.22548445,191.9223932,76,126437,29936,23.7,104120,41.9,39.8,44.1,43675,31.3,29.6,32.8,32590,8.2,7.4,9.1,9.5,8.1,11.1,9865,12717,3.4,3218,4
9398,1004,1218,1323,1208,12.85379868,1235,1181,1001,10.65120238,782,446,6552,2636,18,78,0.829963822,3,111,9398,15,996,-0.2,1142,2518,1657,889,40.6,14.3,2040,38156,34110,42202,3340,3153,187,38156,4.301675701,2.9723105,0.129541636,4.447298368,3.04735531,11.42467889,0,9278,2170,23.4,7409,52.2,50.3,54.0,3865,36.6,35.1,38.2,2712,9.6,8.8,10.4,11.1,9.8,12.5,823,1198,4.3,296,6
507078,62905,63607,66237,68227,13.45493198,63853,70385,57979,11.43394113,33720,20165,350655,109413,3235,30428,6.000654732,555,12792,507078,735,7497,3.1,40216,104485,92295,110463,30.1,31.8,64417,67135,64499,69771,249945,238357,11588,67135,314.0307622,105.9860938,4.667486406,402.4284011,154.1408925,891.831427,199,510996,104370,20.4,391988,39.2,37.7,40.9,153794,29.3,28.1,30.6,114852,6.6,6.0,7.2,6.7,5.7,7.7,26160,46978,3.2,11719,2
15985,2092,2089,1672,1830,11.44823272,1825,2201,2045,12.79324367,1260,971,15308,155,106,116,0.725680325,24,276,15985,53,278,1.8,924,3956,3633,2368,36.4,21.8,1464,60734,55816,65652,8134,7904,230,60734,8.658374575,6.810702297,0.77055391,7.407260163,10.43976265,22.74376862,0,15875,4084,25.7,12151,43.9,41.9,45.8,5337,36.4,34.9,37.9,4423,7.3,6.5,8.1,7.3,6.1,8.4,882,1317,3.3,372,6
8924,834,988,850,731,8.191393994,938,1455,1403,15.72164948,1130,595,8374,72,119,143,1.602420439,3,213,8924,17,121,1.5,1461,2450,2075,722,36.5,10.8,1649,38318,34245,42391,3036,2890,146,38318,3.864132788,0.61885345,0.260569874,2.661958143,4.98932088,10.76923444,0,9059,3095,34.2,7285,50.5,48.1,52.7,3677,33.9,32.1,35.6,2470,12.5,11.3,13.7,12.7,10.9,14.4,922,1159,4.6,306,6
30100,3214,3918,4399,3364,11.17607973,3707,3829,3686,12.24584718,2436,1547,26593,2398,88,320,1.063122924,8,693,30100,142,3267,0.5,2561,6910,5791,4671,34.7,23.4,3962,47528,43368,51688,12612,12053,559,47528,19.76397826,6.641882266,0.707299836,13.3039731,12.79875893,43.48883561,22,29773,7324,24.6,24085,51.9,49.5,54.2,12500,36.0,34.2,37.8,8671,9.5,8.6,10.4,11.1,9.5,12.8,2663,3453,3.7,815,5
32384,4190,4194,3851,3945,12.1819417,4024,4310,4210,13.00024704,2445,1215,31362,233,148,110,0.339673913,14,517,32384,-1,325,0.4,3416,9252,6070,3372,41.8,15.3,5350,44726,40841,48611,12727,11892,835,44726,16.73022339,6.194532126,0.537450462,21.9024915,14.97658348,63.11441453,4,32624,7195,22.1,24732,59.2,57.0,61.2,14644,43.7,41.8,45.4,10808,9.3,8.4,10.3,11.5,9.9,13.2,2850,3640,3.7,857,5
47823,4931,7171,8612,5031,10.52004266,5057,6168,5531,11.56556469,3371,1951,45230,946,171,539,1.127072747,17,920,47823,-13,3820,0.5,2800,9850,9406,8106,32.7,26.9,7426,51751,49475,54027,22927,21762,1165,51751,30.86119143,21.76263385,0.406229306,50.70524832,15.85762592,119.6859211,12,48334,10162,21.0,38585,40.9,38.7,42.8,15781,31.3,29.8,32.6,12077,7.0,6.4,7.7,8.2,6.9,9.5,3149,3838,3.0,1078,5
6907,619,761,708,774,11.20602288,927,1035,1007,14.57941219,669,407,6567,250,13,29,0.419863906,0,48,6907,-69,463,1.3,538,1986,1772,954,37.8,18.2,778,52018,46544,57492,3334,3185,149,52018,2.690465879,1.350925039,0.101373588,5.231852951,3.281902162,11.59236799,0,7181,2052,28.6,5652,49.3,46.8,51.9,2789,35.7,33.7,37.7,2018,9.2,8.3,10.2,10.1,8.6,11.6,569,719,3.9,201,6
2278906,268160,233715,317457,343015,15.05173974,302616,313052,258448,11.34088023,147978,94465,1092235,471907,30186,611274,26.82313356,5285,68019,2278906,-17959,27770,6.0,303881,454105,369271,518999,27.6,31.5,261819,68432,67082,69782,1162225,1120459,41766,68432,1470.626149,1037.053235,19.35801608,2416.253573,755.6623143,5703.38464,129,2339280,470619,20.1,1820449,36.3,35.1,37.5,661141,25.3,24.6,26.0,460574,6.2,5.8,6.6,6.1,5.4,6.7,110259,242663,3.2,54827,1
50815,5733,6334,6634,6159,12.12043688,6441,6947,6554,12.89776641,4018,1995,42829,5403,192,1120,2.2040736,11,1260,50815,311,1873,1.4,3866,10781,10118,10514,30.6,29.8,6352,53134,49147,57121,25051,24115,936,53134,33.36566629,11.21286536,1.194067812,22.45984694,21.60694136,73.41811234,10,49969,11999,24.0,40226,49.0,46.4,51.2,19691,35.9,34.2,37.7,14441,8.4,7.5,9.2,9.6,8.1,11.2,3879,5151,3.3,1224,5
54539,4951,5153,6055,6349,11.64121088,5731,7236,9402,17.23903995,6406,3256,49268,1109,1256,759,1.39166468,157,1990,54539,500,3584,0.9,3936,11680,17269,8238,28.4,20.0,6417,56500,51386,61614,21339,20357,982,56500,21.25194503,10.91550855,0.494968747,30.83283033,20.95413654,81.0301065,6,53899,17942,33.3,45381,37.5,35.5,39.6,17014,26.9,25.4,28.3,12207,8.3,7.5,9.2,8.2,7.0,9.6,3726,5265,3.9,1627,5
4178,535,560,398,445,10.6510292,376,604,584,13.97797989,374,302,3951,23,90,19,0.454763045,1,94,4178,-29,69,0.0,279,884,1059,697,30.3,23.9,549,47835,42612,53058,1952,1899,53,47835,2.356264544,1.193917235,0.199464538,1.729170996,2.567209055,5.471642329,0,4251,1151,27.1,3199,48.8,46.4,51.0,1560,36.9,35.1,38.8,1180,9.4,8.3,10.4,9.0,7.6,10.5,289,438,3.9,116,6
68362,9136,9360,8845,8681,12.69857523,8025,8500,8068,11.80187824,4964,2783,41012,7502,13366,450,0.658260437,76,5956,68362,-597,3505,0.0,6854,16633,13452,8947,36.2,19.5,10094,43911,40666,47156,29238,28057,1181,43911,19.60838776,22.33033018,2.167151609,22.86778378,39.18210109,80.82608642,24,69471,15273,22.0,51723,53.4,51.8,55.0,27601,40.4,39.2,41.8,20896,9.6,9.0,10.4,10.3,9.2,11.5,5319,7703,3.9,1924,5
16683,2296,2790,3089,2037,12.21003417,1581,1756,1642,9.842354493,982,510,14559,353,884,274,1.642390457,42,571,16683,140,1272,-0.1,1287,2598,3157,2484,27.3,26.1,2954,42897,38403,47391,8447,8095,352,42897,8.479807268,6.581736418,0.26069183,7.331591568,7.975998338,21.35036794,6,16345,2952,18.1,12671,37.0,35.1,38.6,4685,28.6,27.3,29.8,3624,6.4,5.9,6.9,6.3,5.5,7.0,796,1323,3.4,404,6
21098,1934,1957,1914,1801,8.536354157,1609,2243,3035,14.38524979,4224,2381,16143,256,3837,205,0.971656081,29,628,21098,363,388,3.5,3606,5248,5084,1972,33.0,12.4,4921,37350,33870,40830,8938,8381,557,37350,10.01115978,5.707214216,0.244174629,9.781694467,7.910669601,27.26812813,3,20477,9183,44.8,17558,54.5,52.3,56.6,9566,34.6,33.1,36.0,6075,14.5,12.9,16.1,12.6,10.7,14.5,2215,3108,6.0,970,6
559335,65275,71317,77609,75954,13.57933975,68327,77974,64390,11.51188465,37577,20912,363728,146038,2580,32227,5.761663404,374,14388,559335,2916,17474,2.8,32485,116387,94982,136613,30.6,35.9,62976,69562,66912,72212,298915,287977,10938,69562,301.8834001,147.4717759,4.04824483,285.1121001,237.6898036,916.0599728,119,555036,112051,20.2,439108,40.5,38.9,42.1,177699,33.1,31.9,34.2,145345,5.8,5.3,6.3,6.4,5.6,7.4,28308,49031,3.1,12823,2
58930,7591,7870,8724,7357,12.48430341,6668,7565,6883,11.67995927,3988,2284,31103,26420,171,553,0.938401493,42,641,58930,-259,1468,0.6,5585,12366,12055,9306,31.5,23.7,13276,44348,40261,48435,25329,24110,1219,44348,41.16080535,2.111316478,1.95346104,23.26394511,21.64592688,66.71365431,18,59558,12035,20.2,45040,50.2,48.4,51.9,22614,37.8,36.6,39.1,17025,7.9,7.3,8.5,8.8,7.7,9.9,3960,6591,3.7,1571,5
50953,5161,5708,5252,5085,9.979785292,5878,7804,7298,14.32300355,5610,3157,37899,11495,177,342,0.671206798,30,1010,50953,-297,561,0.2,8015,12967,12026,4839,34.3,12.8,10068,36471,32927,40015,23565,22682,883,36471,26.78750553,12.57421541,0.574274348,25.4116399,22.30696921,70.30075144,0,51956,15335,29.5,41058,54.0,52.2,55.7,22153,36.8,35.4,38.1,15109,11.1,10.2,12.0,11.9,10.4,13.5,4901,6951,4.8,1830,5
14432,1876,1927,1617,1612,11.16962306,1861,1986,1807,12.52078714,1204,542,13980,218,21,42,0.291019956,1,170,14432,4,22,0.0,2112,3758,2708,1243,38.3,12.7,2669,42571,38228,46914,6142,5808,334,42571,9.476203797,3.184572919,0.339127948,6.378835208,6.136600959,20.8515241,3,14515,3347,23.1,10957,54.4,51.9,56.7,5955,40.5,38.7,42.2,4438,10.7,9.6,11.9,13.4,11.3,15.6,1473,1687,4.0,401,6
996945,118621,124831,126172,126009,12.63951371,116244,135937,125657,12.60420585,74880,48594,679494,247870,2143,45149,4.528735286,221,22068,996945,297,19326,2.6,46247,146184,199438,297633,21.2,43.2,102720,66992,65001,68983,525125,509324,15801,66992,556.0414192,108.2140895,19.8528104,620.1562332,445.2236825,1768.039222,468,999539,235062,23.5,777418,40.7,39.0,42.4,316527,29.9,28.8,31.1,232448,6.8,6.2,7.4,6.7,5.7,7.8,52225,81047,3.1,22399,2
54993,6196,6909,7277,8827,16.05113378,8511,7513,6104,11.09959449,2842,814,51910,859,750,722,1.312894368,54,698,54993,1,78,1.6,4075,5979,9672,18316,15.7,48.1,3673,86896,80098,93694,36207,35218,989,86896,27.9524091,21.69570406,0.859331402,24.16748877,26.29167875,70.37827632,5,53726,8107,15.1,43005,27.7,25.7,29.6,11906,22.8,21.4,24.3,9805,4.7,4.2,5.3,4.6,3.7,5.5,1980,2987,2.5,994,5
45358,5425,6021,5205,5164,11.3849817,5445,6545,6167,13.5962785,3570,1816,42951,836,155,381,0.839984126,22,1013,45358,76,450,0.3,2705,15215,8176,4982,49.0,16.0,5095,61699,57474,65924,23070,22211,859,61699,23.4328518,8.676247164,0.752769208,30.67728537,20.97665124,88.39993868,6,45323,11070,24.4,34938,48.2,45.9,50.3,16838,35.6,33.8,37.4,12438,8.5,7.8,9.4,10.1,8.8,11.5,3529,4445,3.4,1101,5
47542,5414,5777,5164,5162,10.85776787,5270,6442,7179,15.10033234,4775,2359,44774,1004,567,439,0.923394052,38,720,47542,888,1161,0.1,3813,9992,10238,8072,31.1,25.1,5099,56696,52660,60732,23033,22373,660,56696,16.39845104,9.678398932,0.86630201,17.98860387,15.92140519,56.14895893,12,45017,12977,28.8,37371,46.5,44.3,48.6,17381,34.1,32.5,35.8,12744,8.9,8.0,9.9,8.4,7.0,9.8,3129,4898,3.7,1286,6
136373,14460,16298,22490,17775,13.03410499,15790,15857,18385,13.48140761,10208,5110,113693,1959,8614,3899,2.859070344,456,7752,136373,-154,5545,0.0,8878,21615,34073,27380,23.5,29.8,27002,49471,46564,52378,63027,60782,2245,49471,53.13979904,27.29387498,1.237653293,77.09649189,52.39513857,202.6131523,32,135490,31200,23.0,110189,35.7,33.8,37.4,39310,26.2,24.9,27.5,28870,7.1,6.5,7.8,7.6,6.6,8.9,8420,11402,3.5,3567,5
45467,4320,5100,4947,4557,10.02265379,5911,7312,6597,14.50942442,4427,2296,42639,1834,219,188,0.413486705,15,572,45467,-230,459,0.1,5529,13815,9787,4471,41.1,13.3,5455,50826,45928,55724,21781,20988,793,50826,20.65443834,18.57454472,0.490417022,22.13444685,17.61998301,65.588898,0,46124,12165,26.4,36945,47.1,44.7,49.2,17405,35.1,33.3,37.0,12968,9.5,8.5,10.4,10.4,8.9,12.0,3842,5002,3.8,1306,3
10134,1354,1348,1277,1204,11.88079732,1137,1244,1234,12.17683047,915,421,8507,266,775,67,0.661140714,1,518,10134,82,88,0.4,1042,2822,1774,955,42.8,14.5,1466,48725,44055,53395,6451,6314,137,48725,2.906752312,3.310253738,0.321259097,3.389925994,5.808364479,11.98167929,0,9843,2454,24.9,7673,49.8,47.9,51.8,3824,36.3,34.7,37.7,2785,9.5,8.7,10.3,9.9,8.8,11.2,761,1065,3.8,271,6
196584,24549,25364,23784,24160,12.28991169,23652,28945,24502,12.46388312,13733,7895,163961,23595,1315,2654,1.350059008,162,4897,196584,635,4998,0.7,13345,42020,44816,32838,31.6,24.7,24084,60349,57628,63070,99570,95970,3600,60349,102.8304724,62.21902969,4.497353777,103.202434,110.7769246,310.9937044,33,195101,42061,21.6,151233,46.6,44.6,48.4,70409,39.4,37.8,40.9,59586,6.8,6.2,7.5,6.7,5.8,7.9,10189,16007,3.3,4598,4
16603,1677,1979,1446,1646,9.913870987,1842,2326,2576,15.51526833,1996,1115,15970,106,166,61,0.367403481,4,296,16603,70,189,0.5,1741,5387,3412,1730,43.9,14.1,2685,40486,37280,43692,5921,5610,311,40486,7.189174886,1.151369771,0.484787272,4.952542699,9.282574469,20.03603759,0,16751,5519,32.9,13275,50.5,48.1,52.7,6700,36.7,34.8,38.6,4872,12.1,10.9,13.3,12.3,10.6,14.2,1637,2097,4.5,552,6
16141,2033,2045,1728,1864,11.54823121,1828,2368,2122,13.14664519,1196,957,15720,108,42,81,0.501827644,6,184,16141,23,284,-0.2,696,4222,4145,2142,37.7,19.1,1177,64188,57782,70594,10407,10192,215,64188,9.829396938,4.362370233,0.603469739,6.535884124,11.05167887,20.90153241,0,16231,3976,24.5,12383,43.6,41.1,45.9,5398,37.8,35.9,39.6,4681,7.4,6.7,8.2,7.0,5.9,8.1,863,1310,3.2,371,6
34055,4067,3905,3900,3950,11.59888416,3875,4844,4851,14.24460432,2986,1677,31960,1081,109,225,0.660695933,9,671,34055,-188,1361,0.0,1913,10007,8682,3829,41.0,15.7,4758,48241,43887,52595,15996,15358,638,48241,20.73849902,9.203922824,1.273227307,13.78969914,23.31732382,44.09898309,10,34785,9123,26.2,26758,45.3,43.2,47.2,12117,36.6,35.0,38.3,9793,8.3,7.6,9.1,8.2,7.1,9.3,2200,3186,3.6,891,5
8013,1010,1047,949,923,11.51878198,812,1088,1072,13.37826033,698,414,3098,4647,35,77,0.960938475,5,151,8013,-112,129,0.5,972,1728,1758,1195,30.6,21.1,1444,37327,33755,40899,3587,3430,157,37327,4.212672105,1.977453498,0.090311863,3.996299934,3.508051425,11.05567722,8,8334,2300,27.6,6116,51.6,49.7,53.5,3159,39.9,38.3,41.4,2440,9.1,8.3,9.8,9.7,8.4,10.9,594,1038,4.6,262,6
22895,2769,3198,3075,2669,11.65756715,2543,2933,2751,12.01572396,1826,1131,20377,1242,211,207,0.904127539,264,594,22895,-29,1488,2.4,2423,5990,4065,2731,39.4,18.0,3188,43776,39870,47682,10732,10406,326,43776,12.76957936,2.485153724,0.455922939,14.24198623,10.22463246,40.60330106,7,23010,5380,23.4,17775,50.2,48.1,52.3,8920,36.8,35.2,38.4,6541,8.6,7.9,9.5,10.1,8.8,11.6,1801,2274,3.6,599,5
532331,64844,66550,73538,66618,12.51439424,60052,69981,65090,12.22735478,40485,25173,389291,113780,1477,12584,2.363942735,374,14825,532331,662,15402,1.8,36035,102039,125902,99765,28.1,27.4,87187,51071,49339,52803,250717,239367,11350,51071,275.0128628,101.8262562,8.834657292,360.0350544,246.1863779,1037.480219,196,531987,124285,23.4,414788,50.0,48.3,51.8,207524,36.3,34.9,37.7,150568,8.4,7.7,9.2,9.3,8.0,10.6,38375,55932,3.5,13765,3
14310,1484,1560,2422,1678,11.72606569,1731,1891,1796,12.55066387,1183,565,9008,4700,151,117,0.817610063,4,330,14310,-79,2645,1.0,2418,4460,2312,943,44.0,9.3,3209,36299,32335,40263,4296,4114,182,36299,8.304094144,4.093595924,0.145791944,7.790127152,5.562936854,19.55291682,0,14238,3247,22.8,11603,48.2,46.8,49.7,5598,34.6,33.5,35.6,4015,10.4,9.6,11.1,11.9,10.6,13.0,1377,1798,4.3,470,6
293557,28964,33229,37940,38891,13.24819371,36775,42584,38984,13.2798741,23077,13113,270641,9161,1051,6683,2.276559578,99,5922,293557,1213,9175,1.1,10387,46659,54577,97804,22.3,46.7,23332,71586,68598,74574,165409,160973,4436,71586,241.2669866,121.9494951,7.457343224,176.5635675,245.2149919,492.1846528,72,289173,68027,23.5,238761,33.8,31.7,35.9,80819,24.9,23.5,26.3,59451,6.6,5.9,7.3,6.2,5.1,7.4,14906,20862,2.9,6411,3
159337,16763,19833,18341,17155,10.76648864,19726,25335,22264,13.97290021,13082,6838,149717,4059,884,1086,0.681574273,45,3546,159337,124,1999,0.3,10689,38628,42500,20564,34.4,18.3,21745,56557,53834,59280,75778,72183,3595,56557,70.45573517,60.30182039,2.295390467,118.1966688,96.00789432,323.6341156,23,159761,38914,24.4,126206,49.0,46.7,51.0,61796,36.3,34.7,37.9,45813,8.7,7.9,9.6,9.9,8.6,11.4,12530,14753,3.5,4106,2
38346,4768,5108,4818,4293,11.19543107,4482,5415,4659,12.14989829,3008,1795,36899,423,168,322,0.839722527,19,515,38346,-51,1176,1.0,2718,10707,7793,4687,41.3,18.1,4006,53700,49218,58182,19157,18575,582,53700,19.78648415,4.842044341,0.756390359,15.0762351,19.04155425,49.88738229,5,38288,8814,23.0,29563,47.3,44.9,49.5,13979,36.1,34.2,37.8,10672,8.0,7.2,8.8,10.0,8.5,11.4,2943,3675,3.3,921,5
206229,19990,23046,23425,24565,11.91151584,24615,32084,30427,14.75398707,18042,10035,197016,2035,771,2810,1.362562976,67,3530,206229,1716,3613,0.0,10385,45404,46095,46567,30.6,31.4,18133,65984,62288,69680,113999,110544,3455,65984,169.494338,85.67168359,5.238915903,124.0390383,172.2678817,345.7684496,14,201454,52544,26.1,167664,40.7,38.5,42.9,68180,29.4,27.9,30.9,49293,7.7,6.9,8.6,7.4,6.2,8.8,12345,16597,3.2,4967,3
14717,1973,2072,1646,1785,12.1288306,1624,1898,1808,12.28511245,1082,829,14394,89,38,46,0.312563702,5,145,14717,14,395,0.1,1454,3284,3222,1930,33.2,19.5,1373,59901,53585,66217,7524,7235,289,59901,5.732675017,2.878465876,0.216000449,11.14770231,6.992870149,24.70028663,0,14711,3592,24.4,10978,46.3,43.7,49.0,5083,32.5,30.4,34.4,3568,8.0,7.1,8.9,9.2,7.8,10.9,1012,1183,3.5,347,6
13143,1345,1440,1973,1768,13.4520277,1544,1859,1748,13.29985544,1050,416,4781,7923,75,196,1.491288138,18,150,13143,-108,1939,0.4,2604,3259,2874,820,34.1,8.6,3417,32868,29417,36319,4731,4436,295,32868,6.015846323,4.156743659,0.181162558,6.219498026,4.261693003,15.97728822,0,13675,2925,21.4,10681,54.7,52.8,56.3,5839,37.9,36.5,39.4,4048,9.6,8.9,10.3,11.1,10.0,12.2,1190,2068,4.7,474,6
42647,4791,5040,4855,4775,11.19656717,4515,6065,6229,14.60595118,3644,2733,40429,820,151,464,1.088001501,63,720,42647,-350,1184,0.4,2118,9449,12138,6942,30.8,22.7,4316,51939,48171,55707,23298,22691,607,51939,25.97077574,11.52605188,1.594459697,17.26880926,29.20023225,55.22505747,18,43134,12003,27.8,33828,45.8,43.5,48.0,15494,36.3,34.7,37.9,12280,7.8,7.1,8.7,7.3,6.2,8.5,2468,3651,3.5,1093,5
164742,17220,18032,18501,19360,11.75170873,18498,24629,24157,14.6635345,14580,9765,149422,10519,291,949,0.576052251,63,3498,164742,-961,3173,0.1,8333,46493,38007,28795,38.2,23.7,18061,54823,51263,58383,84057,80234,3823,54823,90.08220669,72.92246605,2.559811385,133.4703665,92.66774482,344.3139264,20,168161,45796,27.2,132754,44.3,42.0,46.5,58840,33.8,32.0,35.5,44871,7.9,7.1,8.7,8.3,7.0,9.6,11004,15255,3.5,4264,2
45851,5890,5903,5717,5747,12.53407777,5729,6604,5693,12.41630499,3121,1447,42333,2339,103,247,0.538701446,29,800,45851,239,496,-0.1,3290,11805,10161,5236,38.7,17.2,5530,55602,50466,60738,22711,21726,985,55602,30.10625141,10.11750644,1.077422085,20.26579636,19.49620916,66.24606649,4,45131,9073,20.1,35037,52.2,49.9,54.3,18291,36.9,35.1,38.5,12929,8.5,7.8,9.3,10.4,9.1,11.8,3659,4483,3.2,1054,5
94632,13198,10807,14945,14143,14.94526165,9978,11740,10398,10.98782653,5934,3489,38162,51506,488,1449,1.531194522,149,2878,94632,-61,3057,1.1,7923,18923,23158,13518,29.8,21.3,17540,47343,44163,50523,44095,42303,1792,47343,49.7508532,23.35334824,1.066565857,47.19553916,41.4294175,130.565437,22,95536,19091,20.0,72580,53.0,51.4,54.5,38444,42.9,41.6,44.2,31137,7.1,6.6,7.6,7.8,7.0,8.6,5648,10189,3.6,2494,2
6005,715,867,624,710,11.82348043,675,794,814,13.55537052,516,290,5688,53,106,28,0.466278102,3,127,6005,-5,25,0.2,258,1160,1389,1225,28.8,30.4,536,64799,58601,70997,3040,2954,86,64799,2.071277996,1.222472458,0.10942206,2.272129196,2.011022636,7.092139547,0,6033,1413,23.4,4557,44.6,42.1,47.1,2031,33.0,31.1,34.9,1504,7.8,7.0,8.6,7.2,6.0,8.3,326,515,3.3,138,3
469966,57699,66412,61819,68530,14.58190593,62584,57814,51065,10.86567964,29795,14248,431733,6299,3762,13198,2.808288259,1084,13890,469966,13081,11074,1.6,14497,68554,102595,112640,23.0,37.8,44434,66827,64180,69474,244525,238510,6015,66827,184.320564,165.5670183,12.05585085,104.2161329,247.0109884,373.7313762,105,435117,80856,18.6,358229,33.0,31.1,35.0,118252,25.0,23.6,26.3,89557,5.7,5.2,6.4,5.5,4.6,6.4,19566,30933,2.8,9295,3
7450,1036,904,667,789,10.59060403,755,1092,1237,16.60402685,655,315,7185,88,76,18,0.241610738,2,81,7450,26,34,3.0,348,1486,2145,1148,29.0,22.4,604,64053,57031,71075,3696,3577,119,64053,3.688010288,2.07611768,0.373959085,1.702158595,4.848572967,7.014956633,0,7347,1964,26.7,5639,40.3,37.8,42.6,2275,30.2,28.3,32.0,1703,7.7,6.9,8.6,7.8,6.6,9.1,439,570,3.3,174,6
65936,7762,8444,8162,7520,11.40499879,7909,8962,8503,12.89583839,5335,3339,59688,3326,241,689,1.044952681,65,1927,65936,-242,2705,0.6,6050,17383,13946,8312,38.0,18.2,10094,45130,42284,47976,31319,30193,1126,45130,34.02288685,8.325901937,1.300614267,25.9236071,32.74197886,85.78142279,30,66972,16958,25.3,51461,47.1,44.9,49.1,24215,36.2,34.5,37.8,18629,8.7,7.9,9.6,10.9,9.4,12.4,5618,7209,3.7,1780,5
14523,1386,1816,1382,1450,9.984163052,1727,2564,2145,14.76967569,1356,697,13165,691,85,214,1.473524754,11,357,14523,74,180,-0.1,1156,2953,2813,3281,28.9,32.2,934,84021,75479,92563,7545,7329,216,84021,7.635172468,3.583995651,0.163683912,7.243013096,6.358096948,20.03763887,0,14331,3666,25.6,11635,41.6,39.0,44.0,4843,30.7,28.9,32.5,3572,8.0,7.1,9.0,8.3,6.8,9.8,960,1370,3.5,374,2
