TOT_POP,0-9,19-Oct,20-29,30-39,30-39 y/o % of total pop,40-49,50-59,60-69,60-69 y/o % of total pop,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,Two or more races pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_INTERNATIONAL_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_number,CKD_Upper 95% CI,CKD_number,Urban_rural_code
40497,4573,4627,4809,4119,10.17112379,4642,5793,6048,14.93443959,4039,1847,28523,10994,173,251,0.619798998,24,532,40497,-116,576,-0.2,5581,9402,8355,5244,32.9,18.3,7839,42205,38276,46134,17772,17028,744,42205,21.01955821,4.432583225,0.836805431,18.93168723,15.47675788,52.54475292,6,40756,11006,27.0,32128,49.5,47.5,51.4,15892,35.0,33.6,36.3,11245,10.4,9.5,11.4,11.6,10.1,13.3,3725,5377,4.3,1295,6
33407,4094,4949,4149,3823,11.4437094,3843,4477,3965,11.86877002,2500,1607,32115,293,79,467,1.397910618,14,439,33407,302,1402,0.3,1431,7665,6814,5702,35.5,26.4,2938,63491,57806,69176,17849,17486,363,63491,20.34388597,9.028790185,1.249000284,13.52730816,22.87364079,43.25986575,3,33127,7804,23.6,25515,42.5,40.2,44.7,10835,36.5,34.7,38.3,9313,7.0,6.2,7.7,6.5,5.5,7.6,1661,2445,3.1,725,6
42907,5964,6144,5224,5318,12.39424802,4945,5051,5106,11.90015615,3419,1736,39904,351,902,482,1.123359825,128,1140,42907,740,190,2.3,4919,7855,9086,5201,29.0,19.2,4450,65912,62520,69304,21603,20452,1151,65912,17.29241396,10.86398612,0.523840001,21.34078614,25.15001398,63.29923147,0,40585,9148,22.5,31843,38.3,36.4,40.0,12199,30.7,29.3,32.0,9776,7.9,7.1,8.7,7.5,6.3,8.6,2382,3632,3.6,1058,4
8414,832,770,867,885,10.51818398,944,1286,1378,16.37746613,963,489,8154,106,22,18,0.213929166,0,114,8414,-73,318,0.0,1017,3095,1337,1065,47.5,16.3,1408,39467,35808,43126,3768,3533,235,39467,4.389105963,3.112444568,0.260923497,4.547523801,5.782251062,13.06015288,0,8574,2770,32.3,6948,58.0,55.7,60.2,4028,40.4,38.3,42.5,2807,12.6,11.4,13.8,14.7,12.7,16.8,1021,1194,4.4,278,6
558067,71473,72362,69298,74965,13.43297489,76947,79326,59069,10.58457139,33165,21462,377260,132122,4272,31722,5.684263717,658,12033,558067,2794,6560,7.0,51661,107744,84165,131578,28.7,35.1,43279,80737,77280,84194,272683,260935,11748,80737,345.6079842,116.6434777,5.136823401,442.8944078,169.6404606,981.5091346,80,557320,106249,19.1,427545,36.1,34.6,37.5,154212,27.9,26.8,28.9,119285,6.1,5.7,6.6,5.9,5.2,6.7,25297,49477,3.1,12751,1
9404,859,1179,1516,944,10.03828158,924,1154,1381,14.68524032,962,485,8902,36,181,45,0.478519779,31,209,9404,-49,442,1.6,289,1846,1940,2242,29.2,35.5,1236,47674,42490,52858,5043,4885,158,47674,4.4616339,3.461307252,0.4957371,3.045242186,5.196387102,10.19802034,0,9360,2739,29.3,7767,36.2,33.9,38.2,2808,26.6,25.0,28.2,2066,7.6,6.8,8.4,6.6,5.6,7.8,513,788,3.4,242,6
4421,434,493,419,463,10.47274372,514,648,626,14.15969238,506,318,3872,418,12,19,0.429767021,1,99,4421,-102,212,0.0,713,1295,702,577,39.4,17.6,743,44290,39519,49061,1812,1708,104,44290,2.902875346,0.975540249,0.103886132,1.954048673,1.879844293,6.38751303,0,4625,1387,30.0,3579,56.6,54.1,59.0,2027,39.0,37.1,40.9,1396,13.0,11.7,14.3,15.2,13.0,17.5,545,673,4.9,160,6
1311,205,197,136,176,13.42486651,167,149,140,10.67887109,74,67,1226,28,27,7,0.533943555,1,22,1311,10,35,1.5,110,359,189,124,45.9,15.9,161,59064,52761,65367,582,563,19,59064,0.452197411,0.266887826,0.023888813,0.496046857,0.439042577,1.548342206,0,1139,217,19.1,938,47.5,45.9,48.9,445,36.5,35.4,37.5,342,7.9,7.3,8.5,7.4,6.6,8.3,70,124,3.5,31,6
28592,3625,3795,3683,3412,11.93340795,3291,3693,3548,12.40906547,2131,1414,26222,1381,70,214,0.748461108,26,679,28592,-21,1371,0.5,2225,7348,5664,4023,38.2,20.9,3686,49393,45217,53569,14450,14003,447,49393,15.94705451,3.103538557,0.569370983,17.78584277,12.76884435,50.70668635,8,28703,6636,23.1,21943,44.3,42.0,46.5,9727,35.0,33.3,36.8,7680,8.6,7.7,9.5,9.9,8.4,11.4,2168,2647,3.5,717,5
23106,2538,2871,2400,2668,11.54678439,2884,3385,3322,14.37721804,1938,1100,22471,217,69,54,0.233705531,3,292,23106,25,212,-0.3,2855,6919,4665,2125,41.8,12.8,4064,44286,41008,47564,8876,8232,644,44286,11.93702266,4.419801732,0.38347117,15.6274385,10.68579972,45.03216595,0,23234,5978,25.7,18174,55.3,53.2,57.3,10059,37.4,35.6,39.0,6797,10.5,9.5,11.6,12.8,10.9,14.7,2321,2790,4.1,684,6
57900,8622,8193,7782,8024,13.85837651,6412,6893,6334,10.93955095,3474,2166,53739,1139,1404,506,0.873920553,84,1028,57900,695,995,1.9,5740,13656,11718,5904,36.9,15.9,8981,58320,52894,63746,31376,30331,1045,58320,28.23948139,14.70000401,1.132895046,27.05132317,31.36185066,79.96581128,12,56793,11808,20.8,42556,47.2,45.6,48.6,20070,36.9,35.7,38.0,15703,6.7,6.2,7.2,6.5,5.8,7.3,2769,5176,3.3,1332,5
11323,1145,1278,1531,1765,15.58774176,1474,1521,1414,12.48785658,785,410,10401,757,47,24,0.211957962,2,92,11323,-172,1384,-0.1,2292,3312,2120,714,39.3,8.5,3875,28925,25781,32069,2788,2607,181,28925,7.434801524,2.498539299,0.266071629,5.004680644,4.814629481,16.35960417,0,12175,2520,20.7,9103,60.3,58.3,62.3,5493,45.3,43.6,46.9,4124,10.5,9.6,11.6,13.8,12.0,15.7,1254,1454,3.9,331,6
19938,2107,2261,2602,2524,12.65924366,2371,2923,2568,12.87992778,1671,911,11530,8019,48,67,0.336041729,67,207,19938,-244,1776,0.1,2829,5352,4425,1959,36.7,13.5,4177,37586,33665,41507,7805,7449,356,37586,10.34861722,2.182305957,0.411986732,9.320689928,7.619715005,25.86950351,4,20170,4974,24.7,16017,56.0,54.1,57.6,8970,41.9,40.6,43.2,6711,10.1,9.4,10.8,11.1,10.0,12.4,1784,2883,4.4,669,4
3370,395,398,331,340,10.08902077,303,467,488,14.48071217,410,238,3186,30,85,5,0.148367953,1,63,3370,67,35,0.0,396,867,782,422,35.1,17.1,469,44804,39903,49705,1454,1405,49,44804,1.162399142,0.686050322,0.061407551,1.275116634,1.128583894,3.980101628,0,3238,1085,33.5,2661,49.7,47.4,51.9,1324,34.8,33.1,36.5,926,10.8,9.8,11.9,9.8,8.4,11.4,262,404,4.4,107,6
716492,82069,72167,128204,146428,20.43679483,95357,73894,63871,8.914405185,34850,19652,578904,70404,12900,29369,4.098999012,1410,23505,716492,11053,16311,2.6,64043,84265,110388,237877,17.0,47.9,82104,68069,65476,70662,412817,399671,13146,68069,364.1859419,282.6686741,11.1960445,314.8730268,342.5486424,916.9434648,227,678467,109403,16.1,576566,29.2,27.6,30.6,168134,22.6,21.6,23.6,130304,4.6,4.2,5.0,4.6,3.9,5.3,26425,40637,2.6,13941,1
201554,26291,26266,34907,27563,13.67524336,21408,24529,22269,11.04865197,12132,6189,75972,115142,882,3654,1.812913661,470,5434,201554,94,11893,0.3,21762,40319,41090,27954,30.7,21.3,41554,40168,37735,42601,86626,82166,4460,40168,92.25579318,63.74559168,2.77821184,95.37888649,65.35503854,245.0191242,264,201568,38152,18.9,155491,49.4,47.8,51.0,76746,37.1,35.8,38.3,57687,7.6,7.0,8.2,8.5,7.6,9.6,13230,24796,3.9,5705,3
5844,566,648,572,633,10.83162218,688,981,873,14.93839836,605,278,5712,35,15,19,0.325119781,1,62,5844,-1,52,0.0,541,2005,1244,603,45.6,13.7,560,58022,52281,63763,3201,3089,112,58022,3.015496098,0.737936346,0.115275264,2.297645594,2.90196743,7.602927609,0,5911,1568,26.5,4733,45.6,43.1,47.9,2157,32.3,30.5,34.1,1529,8.3,7.5,9.2,10.1,8.7,11.6,480,613,3.4,149,2
28281,3496,3692,3351,3247,11.48120646,3316,3809,3664,12.95569464,2283,1423,27388,316,76,92,0.325306743,4,405,28281,-10,396,0.5,1736,8923,5557,3131,46.1,16.2,2344,54331,49999,58663,14362,13856,506,54331,14.61053137,5.409695005,0.469356364,19.12748153,13.07907478,55.11792111,5,28262,6946,24.6,21690,48.7,46.5,50.7,10569,38.0,36.1,39.8,8242,8.6,7.8,9.5,9.8,8.5,11.3,2129,2728,3.4,690,5
1540975,199957,198773,220523,228253,14.81224549,192362,194261,162670,10.55630364,91664,52512,970616,167528,23734,260762,16.92188387,19726,98609,1540975,13257,22158,2.8,127852,225825,350480,308126,22.3,30.4,217138,69475,67976,70974,710442,683494,26948,69475,600.4641815,308.4128017,13.9851201,871.1678015,592.049736,2289.46934,396,1495400,279005,18.7,1177066,37.0,35.7,38.3,435403,28.3,27.4,29.1,333110,5.8,5.3,6.2,6.0,5.3,6.8,70125,123474,3.1,34526,1
12304,1468,1615,1309,1416,11.50845254,1380,1664,1593,12.9470091,1096,763,12068,64,16,43,0.349479844,7,106,12304,-18,152,0.0,500,2660,3047,2417,30.8,28.0,819,65060,60458,69662,6544,6382,162,65060,7.492776156,3.325357992,0.460014353,4.982189348,8.424500142,15.93287,0,12354,3350,27.1,9486,42.6,40.0,44.9,4037,35.8,34.0,37.6,3396,7.3,6.5,8.2,6.5,5.4,7.6,613,930,3.2,278,4
17833,2427,2229,2293,2080,11.66376942,1949,2311,1915,10.73851848,1567,1062,13497,2943,126,714,4.003813155,34,519,17833,157,171,2.9,1117,3934,4323,2835,32.2,23.2,1756,56800,51562,62038,8779,8490,289,56800,9.375337783,4.400839665,0.200989823,8.893799665,7.807198435,24.60450416,0,17582,4585,26.1,13534,48.1,45.9,50.0,6505,35.1,33.6,36.5,4750,8.1,7.3,8.9,8.5,7.2,9.7,1144,1639,3.6,450,2
20299,3121,3205,2153,2702,13.31100054,2390,2434,2554,12.58190059,1233,507,19356,168,288,96,0.472929701,30,361,20299,-157,220,0.0,934,5176,4810,1995,40.1,15.4,2010,63401,56812,69990,8931,8541,390,63401,10.04871421,5.656793662,1.018925566,4.637868096,13.210897,19.11363821,6,20758,3554,17.1,14455,42.2,40.0,44.2,6101,34.2,32.5,35.7,4944,7.2,6.5,7.9,8.0,7.0,9.2,1163,1500,3.2,430,5
152,28,28,24,26,17.10526316,4,14,20,13.15789474,8,0,144,7,1,0,0.0,0,0,152,16,0,0.0,17,15,43,0,20.0,0.0,5,78637,69612,87662,102,98,4,78637,0.052428685,0.030943516,0.002769717,0.057512679,0.050903487,0.179517937,0,74,29,39.2,100,47.4,46.1,48.7,47,38.2,37.4,39.1,38,7.2,6.5,8.0,7.5,6.6,8.7,8,11,3.0,3,6
3308,378,379,335,318,9.61305925,320,477,466,14.08706167,325,310,2997,19,212,7,0.211608223,2,71,3308,1,100,0.3,192,833,974,409,34.6,17.0,418,49773,44566,54980,1760,1703,57,49773,1.697867774,1.068241808,0.074871253,1.895362811,2.0669182,5.531629627,0,3357,1101,32.8,2615,46.0,43.7,48.1,1203,33.1,31.4,34.8,866,8.9,8.0,9.8,7.0,6.0,8.0,182,307,3.9,93,6
5813,529,706,813,765,13.16015827,597,732,771,13.26337519,550,350,5281,276,62,57,0.980560812,0,137,5813,30,524,11.0,1145,1421,1000,552,34.5,13.4,1220,40880,37845,43915,2356,2266,90,40880,2.005052288,1.183385911,0.105923469,2.199481601,1.946723495,6.865380048,0,5806,1740,30.0,4730,52.5,50.6,54.4,2483,38.2,36.7,39.6,1807,10.5,9.6,11.4,10.3,8.9,11.6,487,738,4.3,191,6
158823,18219,19714,20818,18670,11.75522437,19414,22559,20571,12.95215428,12072,6786,139170,12939,667,1495,0.941299434,83,4469,158823,133,8665,0.5,10304,36202,39822,23483,33.0,21.4,20553,52047,49019,55075,74281,71351,2930,52047,70.22845432,60.10729473,2.287985842,117.8153821,95.69818561,322.590115,51,158989,36118,22.7,124756,45.4,43.5,47.2,56698,36.1,34.8,37.4,45037,8.4,7.6,9.3,9.5,8.1,10.9,11796,14148,3.5,4030,4
3319,348,511,394,324,9.761976499,305,396,487,14.67309431,351,203,3016,195,29,26,0.783368485,2,51,3319,-32,226,0.9,266,720,825,446,31.9,19.8,574,40945,37803,44087,1574,1521,53,40945,1.144807938,0.675667958,0.060478238,1.255819617,1.111504435,3.919868636,0,3433,1073,31.3,2665,48.0,45.7,50.0,1278,34.9,33.1,36.6,930,9.6,8.7,10.4,9.1,7.8,10.4,242,362,3.9,97,6
10710,1201,1464,1075,1348,12.58636788,1489,1617,1298,12.11951447,844,374,8836,1282,59,235,2.194211018,10,288,10710,149,17,1.4,1042,2097,2818,1302,28.9,17.9,884,65955,58833,73077,4650,4477,173,65955,4.865265678,4.375335384,0.115520406,5.213889761,4.150483165,15.44982289,0,10336,2164,20.9,8265,46.2,44.0,48.3,3819,34.4,32.6,35.9,2843,7.8,7.1,8.5,8.5,7.4,9.7,703,1003,3.4,259,5
6807,1136,1073,829,814,11.95827824,686,847,709,10.41574849,449,264,3156,26,3409,19,0.279124431,1,196,6807,63,220,2.1,450,1069,1703,899,25.9,21.8,1393,39237,35053,43421,2291,2193,98,39237,3.229513181,2.505435821,0.358834798,2.204270901,3.761357614,7.381744414,0,6646,1338,20.1,4792,45.5,43.9,47.0,2181,34.6,33.5,35.8,1658,9.4,8.7,10.0,9.5,8.5,10.5,456,719,4.3,195,6
41890,4318,5559,5738,4363,10.4153736,4880,5611,5686,13.57364526,3844,1891,38296,2171,184,414,0.988302698,34,791,41890,306,2094,1.1,3616,11350,7516,5876,40.0,20.7,6335,50201,45337,55065,19948,19276,672,50201,35.56622811,7.37559915,0.711572066,22.19486086,15.38233178,62.51315286,10,41397,10550,25.5,33483,45.2,43.1,47.3,15141,31.7,30.1,33.3,10614,9.2,8.4,10.1,10.5,8.9,12.1,3502,4427,3.6,1123,5
9131,670,861,1105,990,10.84218596,1140,1399,1577,17.27083561,914,475,8433,41,359,43,0.470923229,8,247,9131,38,854,-0.3,707,2621,2411,1208,37.7,17.4,1346,45641,41845,49437,5143,4960,183,45641,4.332111776,3.36082481,0.481345753,2.956838196,5.045534945,9.901969773,0,9131,2878,31.5,7820,41.8,39.6,43.9,3271,30.6,28.9,32.3,2393,9.4,8.5,10.4,9.4,8.0,10.9,732,1025,4.1,294,6
46051,6398,6259,4804,5864,12.73370828,5299,6415,5775,12.54044429,3387,1850,43329,804,657,408,0.885974246,53,800,46051,434,814,0.2,2973,11445,10134,6112,37.3,19.9,5972,58391,54714,62068,23664,23020,644,58391,24.08866483,14.57518687,1.053532529,24.1757991,25.95016967,72.85217047,0,45303,10280,22.7,34358,42.9,40.4,45.3,14746,35.0,33.2,37.0,12025,7.3,6.6,8.1,7.2,6.1,8.3,2470,3461,3.3,1052,6
20690,2116,2323,2779,2772,13.3977767,2823,2817,2538,12.26679555,1639,883,19273,989,71,56,0.270662156,2,299,20690,-9,2228,-0.1,1675,6652,4942,1607,44.7,10.8,2513,47554,43090,52018,8616,8214,402,47554,10.67601203,2.612577516,0.408118618,8.134546087,10.27407702,26.91727793,4,20900,4547,21.8,16711,50.7,48.5,52.8,8469,40.5,38.7,42.3,6768,8.3,7.6,9.1,10.6,9.3,11.9,1775,2246,3.5,537,4
178626,24558,22777,31206,26026,14.57010738,19084,21647,17480,9.785809457,10013,5835,87155,76222,1035,6023,3.371849563,422,7769,178626,-772,7956,1.7,11493,33256,41869,29640,28.6,25.5,26007,50283,47579,52987,88872,85665,3207,50283,93.90899382,44.08144373,2.013234347,89.08561986,78.20157167,246.453438,88,180775,31311,17.3,137347,45.6,44.2,47.1,62678,37.4,36.2,38.5,51368,6.3,5.8,6.7,6.8,6.1,7.6,9392,16897,3.2,4131,2
19676,1788,1980,2204,1834,9.321000203,2062,2913,3349,17.02073592,2289,1257,7916,11305,126,58,0.294775361,6,265,19676,-237,745,1.0,3088,5964,4052,1925,39.7,12.8,4043,37233,33929,40537,7628,7236,392,37233,8.938278943,8.038197854,0.212229646,9.578757697,7.625108007,28.38382029,0,20426,6480,31.7,16258,57.8,56.0,59.5,9392,41.7,40.1,43.0,6780,11.5,10.7,12.4,11.9,10.6,13.3,1935,3331,5.4,819,5
11626,1255,1235,1249,1114,9.581971443,1427,1667,1667,14.33855152,1336,676,11343,128,19,22,0.189231034,1,113,11626,-23,126,-0.3,1640,3869,1798,1231,45.3,14.4,1703,42146,37663,46629,5799,5470,329,42146,6.064623952,4.300603821,0.360529662,6.283516961,7.989594824,18.04579717,3,11673,3470,29.7,9369,56.8,54.3,59.1,5318,39.3,37.4,41.3,3682,12.1,11.0,13.5,14.6,12.6,16.7,1366,1589,4.3,370,6
4472,547,539,487,526,11.76207513,541,634,632,14.13237925,374,192,4385,25,14,4,0.089445438,3,41,4472,56,90,-0.2,961,1152,498,504,37.0,16.2,1706,26278,23406,29150,1171,1088,83,26278,2.936362485,0.986793937,0.105084547,1.976590289,1.901529898,6.461198433,0,4497,1077,23.9,3463,60.8,58.3,63.2,2105,44.5,42.5,46.8,1541,12.9,11.5,14.3,16.5,13.9,19.0,571,623,4.7,149,6
97645,11340,12734,12498,10322,10.57094577,11913,13956,12595,12.89876594,8415,3872,74071,20391,368,1013,1.037431512,31,1771,97645,417,1943,1.1,10650,23073,21169,11566,34.7,17.4,18301,42728,39498,45958,47966,46071,1895,42728,44.35750393,39.89072116,1.053220361,47.53597252,37.84070295,140.8588195,57,97038,23687,24.4,76149,50.0,48.1,52.0,38077,36.6,35.1,38.1,27871,9.2,8.4,10.1,10.3,9.0,11.8,7875,11066,4.0,2832,5
492,30,77,40,36,7.317073171,61,85,78,15.85365854,51,34,484,2,0,0,0.0,0,6,492,-2,0,0.0,37,84,133,84,24.9,24.9,57,53207,47430,58984,440,429,11,53207,0.266494857,0.20962562,0.023716767,0.227986988,0.321323943,0.700027161,0,432,115,26.6,401,44.7,41.6,47.5,179,35.4,33.1,37.7,142,9.0,7.9,10.2,8.5,6.9,10.1,34,49,3.9,14,5
63955,9229,9369,10804,9009,14.08646705,7060,6776,5882,9.197091705,3329,2497,57744,2503,1174,915,1.430693456,50,1569,63955,273,2921,1.3,1950,9675,13699,12747,25.4,33.5,7220,65914,61579,70249,35791,34766,1025,65914,32.82561472,20.6527826,1.447518427,36.64387199,39.96062681,106.9453969,0,62040,10982,17.7,48151,33.7,31.8,35.5,16204,29.0,27.3,30.5,13964,5.3,4.8,5.9,4.6,4.0,5.4,2225,3819,2.6,1165,4
49388,4585,4662,4299,5139,10.40536163,5022,6736,10046,20.34097352,6220,2679,44311,424,1944,673,1.362679193,109,1927,49388,568,822,0.8,3468,10126,14354,8886,27.5,24.1,6639,49265,46986,51544,21215,20184,1031,49265,24.76050925,13.6471536,0.718891511,30.2759392,23.31094112,72.6198277,0,47307,17261,36.5,41030,46.4,43.8,48.5,19042,32.6,30.9,34.2,13376,9.9,8.9,10.9,10.1,8.4,11.8,4140,5704,4.3,1623,5
5039,622,635,482,470,9.32724747,507,658,762,15.12204803,492,411,4908,24,21,17,0.337368526,1,68,5039,3,121,0.0,267,1280,1369,721,35.2,19.8,528,51299,46449,56149,2866,2802,64,51299,2.729405661,2.146958328,0.242904044,2.335013072,3.290958021,7.169587118,0,5133,1792,34.9,3882,43.7,41.3,46.1,1697,35.3,33.4,37.1,1370,8.4,7.5,9.5,7.7,6.5,9.0,299,443,3.7,131,6
17903,1645,1965,1876,1792,10.00949562,2129,2542,2776,15.50578115,2062,1116,17280,191,139,58,0.32396805,50,185,17903,191,157,0.2,2076,4278,4146,2619,32.6,20.0,3153,44756,40570,48942,8245,7950,295,44756,8.132852608,7.313877626,0.19310568,8.715617964,6.938011214,25.82616053,0,17605,5605,31.8,14634,46.7,44.1,49.3,6832,32.8,30.8,34.7,4800,10.7,9.5,11.9,11.2,9.4,13.1,1640,2084,4.3,575,6
76840,8885,10240,9034,8444,10.98906819,8671,11072,10707,13.93414888,6189,3598,70569,1178,2726,670,0.871941697,29,1668,76840,-405,2598,0.5,6110,20869,15915,10136,39.4,19.1,12711,48017,45370,50664,34020,32200,1820,48017,49.58647408,34.96729157,0.652712291,81.47107627,25.47937134,192.3063416,0,78175,19443,24.9,59907,49.1,47.0,50.9,29389,37.6,36.2,38.9,22525,8.8,7.9,9.8,10.7,9.3,12.3,6424,8097,3.8,2069,5
8271,932,1042,987,935,11.30455809,1009,1248,1026,12.40478781,730,362,5185,2930,35,7,0.084633055,3,111,8271,-15,78,-0.1,1741,1959,1481,594,33.9,10.3,1807,35184,31506,38862,3078,2907,171,35184,5.777040914,0.29632952,0.274174041,3.265163584,3.038069934,9.363458931,0,8306,2049,24.7,6478,55.0,53.1,56.8,3563,39.5,38.1,40.8,2559,10.1,9.3,11.0,11.6,10.1,12.9,749,1101,4.3,263,2
476179,55737,59087,62549,60772,12.76242757,61631,67960,56911,11.95159803,33153,18379,358197,55704,3063,48485,10.18209539,534,10196,476179,663,7055,1.2,37675,101738,81014,108326,30.9,33.0,55217,79719,75803,83635,220621,211509,9112,79719,307.2883607,216.6929976,4.044870976,504.8778713,157.8961682,1191.726203,114,475948,101941,21.4,372141,39.5,37.8,41.0,146930,30.4,29.2,31.4,113131,6.4,5.8,6.9,7.1,6.1,8.2,26336,42717,3.1,10716,1
325695,51014,49244,41388,36441,11.1886888,36219,41824,33619,10.32223399,21576,14370,252907,43305,1754,20488,6.290547905,428,6813,325695,856,6947,2.2,24580,45768,50529,82632,22.5,40.6,44728,88960,85406,92514,154676,148901,5775,88960,210.1778589,148.2128062,2.766594606,345.3243387,107.997187,815.1121022,39,325027,66379,20.4,233983,37.0,35.5,38.4,86536,26.0,25.0,26.9,60836,6.9,6.3,7.6,7.0,5.9,8.1,16268,26300,3.2,7091,2
21112,2694,2840,2615,2239,10.60534293,2390,2956,2788,13.20575976,1769,821,11135,9335,135,194,0.918908678,5,308,21112,-244,286,0.1,2688,5095,4827,1642,35.7,11.5,4661,38131,34176,42086,8343,7944,399,38131,8.807520347,4.356006056,0.286524707,8.873960859,9.721077385,26.79213639,0,21788,4999,22.9,16076,56.9,55.3,58.4,9140,39.5,38.3,40.7,6350,9.3,8.7,10.0,10.3,9.2,11.5,1663,2830,4.5,678,6
133777,18745,18030,19851,18051,13.49335087,15243,16337,15104,11.29043109,8515,3901,89434,40563,557,1015,0.758725341,85,2123,133777,1455,3643,0.1,14072,31892,22019,16366,37.8,19.4,23304,47128,44463,49793,54353,51374,2979,47128,67.86487576,22.01876468,4.535808109,71.97006917,51.4441021,215.1063934,64,128850,24738,19.2,101016,52.5,50.7,54.2,52995,41.3,39.9,42.4,41720,8.1,7.5,8.9,9.6,8.4,11.0,9743,13876,3.6,3389,4
62342,7258,8318,7612,7605,12.19883866,6933,7848,8170,13.10512977,4991,3607,57786,2088,545,341,0.546982772,38,1544,62342,-346,3115,0.4,5247,12061,17042,8881,27.9,20.5,7266,49341,46328,52354,29916,28841,1075,49341,35.15898616,17.81502831,2.976308816,25.80181384,38.30659333,81.64507566,20,63360,15902,25.1,48373,46.2,44.2,48.0,22330,37.1,35.6,38.6,17946,8.4,7.6,9.2,8.7,7.5,10.1,4189,6350,3.6,1609,5
8746,906,999,892,827,9.455751201,1118,1290,1382,15.80150926,854,478,8586,25,24,16,0.182940773,2,93,8746,-61,67,-0.1,776,3168,1654,902,48.7,13.9,1341,46054,41056,51052,3072,2846,226,46054,4.562291509,3.23525555,0.271219028,4.726960204,6.010407391,13.575481,0,8949,2551,28.5,7028,54.0,51.6,56.4,3796,36.2,34.3,38.1,2544,11.3,10.2,12.4,13.4,11.6,15.3,944,1098,3.9,256,6
2582830,351819,286911,402741,427166,16.53868044,319032,297377,255162,9.879163553,148202,94420,1278770,881296,23841,327010,12.66091845,2961,68952,2582830,-13555,35539,4.8,326469,455299,347052,648461,25.6,36.5,483632,60862,60018,61706,1211721,1160501,51220,60862,1666.754722,1175.358793,21.93967836,2738.494794,856.4404567,6464.01078,318,2635121,476741,18.1,1993855,34.3,33.1,35.6,684756,25.4,24.7,26.2,506439,6.3,5.9,6.7,6.6,5.9,7.4,131785,230414,3.4,63655,1
15513,1875,1804,1742,1725,11.11970605,1819,2339,2126,13.70463482,1461,622,9568,5421,62,164,1.057177851,35,263,15513,-135,82,1.3,1912,4223,3275,1686,38.1,15.2,3768,36354,32430,40278,7044,6767,277,36354,7.100648559,4.90630483,0.213830538,7.341023578,5.030179073,18.85837877,0,15629,4099,26.2,12133,50.4,48.5,52.2,6113,35.4,34.1,36.8,4295,10.0,9.2,10.8,11.4,10.1,12.8,1381,2119,4.6,523,4
4488,639,740,374,490,10.91800357,474,527,610,13.59180036,391,243,4375,19,24,30,0.668449198,3,37,4488,76,50,0.4,243,999,1040,419,37.0,15.5,502,52602,47039,58165,2339,2288,51,52602,1.760192634,1.581103267,0.115128879,0.995225196,2.358862803,3.568995239,0,4284,1060,24.7,3219,45.0,42.7,47.3,1447,31.7,30.0,33.4,1020,8.6,7.8,9.5,8.3,7.1,9.5,267,401,3.7,111,6
32120,4158,4528,3509,3696,11.50684932,3391,4192,4170,12.98256538,2769,1707,27214,1701,1155,303,0.943337484,45,1702,32120,-268,1113,0.7,2502,6455,9201,4051,29.1,18.2,5998,42479,38438,46520,14834,14194,640,42479,18.11470013,9.178703111,1.533461217,13.29367458,19.73641811,42.06537856,7,33463,8712,26.0,24485,48.3,46.4,50.1,11824,39.3,37.8,40.7,9623,8.9,8.1,9.7,9.3,8.1,10.6,2280,3442,3.9,882,5
117360,14558,14202,14992,16085,13.70569189,15573,15818,13928,11.86775733,8181,4023,102969,9541,486,1335,1.137525562,93,2936,117360,688,1326,0.3,8607,27298,27219,16676,34.2,20.9,12975,56774,52856,60692,61620,59509,2111,56774,60.55760132,14.81933771,2.314973465,46.1416302,58.27770321,152.6830226,25,114893,23978,20.9,90984,50.3,48.2,52.2,45730,37.9,36.3,39.6,34483,7.3,6.7,8.1,9.3,8.1,10.6,8419,11159,3.2,2693,2
91243,11886,14138,14666,10678,11.70281556,9837,10526,10380,11.37621516,5809,3323,24024,64673,250,917,1.005008603,196,1183,91243,1826,6917,1.0,10120,16792,18578,12376,29.0,21.4,25104,38806,36490,41122,38361,36395,1966,38806,41.76397064,28.85747254,1.257689666,43.17778729,29.58606518,110.9195548,50,91522,18997,20.8,70021,51.8,49.9,53.6,36296,40.4,38.8,42.0,28288,8.0,7.4,8.6,9.3,8.2,10.4,6509,11889,4.4,2866,4
